Cat_id,Week,Day,hour,Active,Lying,Sitting,Standing,Grooming,Littering,Eating,Scratching,Temperature,Humidity,Wind_Speed,C_Rain
Merry,Week3,Day1,9,5,2392,279,620,284,1,12,7,22.2,46,2.7,0
Merry,Week3,Day1,10,19,891,2180,332,142,0,27,9,23.2,44,1.8,0
Merry,Week3,Day1,11,195,306,2269,381,357,8,60,24,24.7,40,2.2,0
Merry,Week3,Day1,12,124,254,2159,278,275,0,510,0,23.9,47,2.2,0
Merry,Week3,Day1,13,9,1629,1007,352,596,1,4,2,24,46,2.7,0
Merry,Week3,Day1,14,1,3285,188,46,73,1,5,1,24.3,45,3.1,0
Merry,Week3,Day1,15,4,1713,1475,317,87,1,1,2,24.5,40,4,0
Merry,Week3,Day1,16,3,3360,33,93,108,0,2,1,24.2,37,4,0
Merry,Week3,Day1,17,0,1395,1197,899,107,0,0,2,23.1,42,3.6,0
Merry,Week3,Day1,18,63,456,2126,466,357,1,124,7,22.1,40,3.1,0
Merry,Week3,Day1,19,37,456,2067,409,291,24,303,13,20.1,48,1.8,0
Merry,Week3,Day1,20,287,900,1610,399,265,6,119,14,18.6,53,1.8,0
Merry,Week3,Day1,21,167,492,2278,265,340,4,51,3,17,59,0.4,0
Merry,Week3,Day1,22,132,1049,1544,328,302,4,211,30,15.2,65,0,0
Merry,Week3,Day1,23,91,769,2036,358,190,2,145,9,14.3,65,0,0
Merry,Week3,Day2,0,6,1686,1775,57,75,0,1,0,16.6,59,1.3,0
Merry,Week3,Day2,1,1,2097,1162,97,158,0,84,1,15.5,63,0.4,0
Merry,Week3,Day2,2,0,2072,1294,204,23,0,7,0,13.1,65,0,0
Merry,Week3,Day2,3,76,1364,1161,665,209,0,110,15,11.6,66,0,0
Merry,Week3,Day2,4,13,2087,1246,175,70,1,2,6,10.9,68,0,0
Merry,Week3,Day2,5,9,2334,1145,70,30,0,12,0,10.6,71,0,0
Merry,Week3,Day2,6,5,1277,1945,136,175,4,58,0,10.8,78,0,0
Merry,Week3,Day2,7,34,915,2206,162,246,7,28,2,14.1,69,0,0
Merry,Week3,Day2,8,81,389,2367,341,362,5,49,6,18.8,53,0.4,0.1
Merry,Week3,Day2,9,99,1481,1335,347,280,4,42,12,21.8,53,0.4,0
Merry,Week3,Day2,10,70,1982,1016,206,292,5,21,8,24.9,44,0.9,0
Merry,Week3,Day2,11,168,900,1312,411,405,17,383,4,26,41,1.8,0
Merry,Week3,Day2,12,62,1953,735,351,298,5,194,2,26.8,43,1.8,0
Merry,Week3,Day2,13,14,1900,1329,213,117,0,25,2,26.2,40,3.1,0
Merry,Week3,Day2,14,152,1188,1481,309,252,0,199,19,25.8,40,3.1,0
Merry,Week3,Day2,15,91,2597,479,208,167,0,53,5,24.9,42,4,0
Merry,Week3,Day2,16,3,2788,689,53,57,1,7,2,24.8,42,2.7,0
Merry,Week3,Day2,17,4,3412,110,33,39,0,1,1,23.6,44,2.7,0
Merry,Week3,Day2,18,3,2679,303,514,88,0,11,2,22.8,42,2.2,0
Merry,Week3,Day2,19,6,2326,861,89,288,0,28,2,20.8,51,1.8,0
Merry,Week3,Day2,20,1,2955,402,96,144,0,2,0,17.9,55,3.1,0
Merry,Week3,Day2,21,37,915,1685,772,149,12,26,4,17.7,56,3.6,0
Merry,Week3,Day2,22,94,881,1770,331,288,4,232,0,17.3,56,3.6,0
Merry,Week3,Day2,23,0,2768,804,26,2,0,0,0,17,60,2.2,0
Merry,Week3,Day3,0,1,1774,1520,111,191,0,2,1,14.7,63,0,0
Merry,Week3,Day3,1,2,2106,214,1242,26,0,9,1,13.9,65,0,0
Merry,Week3,Day3,2,1,3195,315,19,66,0,3,1,13.6,65,0,0
Merry,Week3,Day3,3,5,2662,43,863,21,0,5,1,13.2,57,0.9,0
Merry,Week3,Day3,4,3,1479,1604,256,240,0,18,0,12.8,61,0.4,0
Merry,Week3,Day3,5,0,3416,66,53,57,1,7,0,11.4,62,0.4,0
Merry,Week3,Day3,6,0,3020,466,83,22,0,9,0,10.2,65,0,0
Merry,Week3,Day3,7,0,1570,1589,409,30,0,2,0,10.9,62,0,0
Merry,Week3,Day3,8,222,584,1232,704,746,4,94,14,15.9,56,0.4,0
Merry,Week3,Day3,9,140,1244,1277,376,470,2,79,12,23,44,1.3,0.1
Merry,Week3,Day3,10,283,575,1555,441,618,0,100,28,23.4,37,1.8,0
Merry,Week3,Day3,11,110,828,1943,350,337,0,12,20,24.3,42,2.7,0
Merry,Week3,Day3,12,248,632,1159,484,573,4,485,15,22,44,2.7,0
Merry,Week3,Day3,13,4,3431,131,16,13,0,5,0,23.9,38,3.6,0
Merry,Week3,Day3,14,29,2277,1032,202,55,0,2,3,24.7,40,3.1,0
Merry,Week3,Day3,15,2,1273,2249,39,37,0,0,0,23.8,41,3.6,0
Merry,Week3,Day3,16,1,3267,291,28,11,1,1,0,22.7,38,4.5,0
Merry,Week3,Day3,17,9,2164,1076,92,239,0,20,0,22.6,40,2.7,0
Merry,Week3,Day3,18,5,3299,73,88,114,0,16,5,21,42,3.6,0
Merry,Week3,Day3,19,2,3162,143,163,113,6,10,1,18.8,47,1.8,0
Merry,Week3,Day3,20,0,3201,264,69,63,1,2,0,15.8,56,0.4,0
Merry,Week3,Day3,21,45,876,2249,179,205,2,43,1,13.5,63,0.4,0
Merry,Week3,Day3,22,151,615,1756,403,450,0,215,10,13.7,60,0.4,0
Merry,Week3,Day3,23,127,1168,1521,366,215,2,199,2,15.1,60,0.9,0
Merry,Week3,Day4,0,1,367,3161,55,14,2,0,0,11.2,73,0,0
Merry,Week3,Day4,1,95,917,1637,439,359,16,119,18,9.7,74,0,0
Merry,Week3,Day4,2,0,2984,539,52,7,18,0,0,8.9,78,0,0
Merry,Week3,Day4,3,3,2425,770,153,98,0,151,0,8.8,79,0,0
Merry,Week3,Day4,4,13,2328,541,268,322,7,121,0,10.2,79,0,0
Merry,Week3,Day4,5,40,1972,941,475,131,22,15,4,11.3,79,0,0
Merry,Week3,Day4,6,0,2715,675,87,91,0,32,0,11.1,79,0,0
Merry,Week3,Day4,7,72,1939,1215,217,127,6,17,7,11.5,79,0,0
Merry,Week3,Day4,8,253,818,1503,375,526,7,113,5,14.4,69,0,0
Merry,Week3,Day4,9,234,250,1977,488,575,1,66,9,17.4,56,1.3,0
Merry,Week3,Day4,10,12,2097,990,196,289,0,11,5,17.2,56,1.3,0
Merry,Week3,Day4,11,115,21,1869,530,797,0,263,5,19.4,48,1.8,0
Merry,Week3,Day4,12,18,3163,108,174,127,0,9,1,21.4,47,2.2,0
Merry,Week3,Day4,13,28,1855,1408,204,96,1,6,2,20.8,52,2.2,0
Merry,Week3,Day4,14,4,3172,144,115,154,2,5,4,20,53,1.8,0.1
Merry,Week3,Day4,15,57,876,1850,237,343,6,229,2,18.4,64,1.8,0
Merry,Week3,Day4,16,27,652,2467,102,332,0,13,7,15.6,65,1.3,0.1
Merry,Week3,Day4,17,181,887,1448,453,405,2,222,2,14.5,65,0.4,0
Merry,Week3,Day4,18,24,1418,1926,93,78,4,53,4,13.8,66,0.4,0
Merry,Week3,Day4,19,0,1969,1257,198,171,0,3,2,13.3,67,0,0
Merry,Week3,Day4,20,2,838,2643,93,24,0,0,0,13,68,0,0
Merry,Week3,Day4,21,82,382,2625,225,225,2,53,6,12.8,71,0,0
Merry,Week3,Day4,22,57,1318,1554,229,282,2,154,4,12.7,73,0,0
Merry,Week3,Day4,23,5,358,3058,100,65,3,11,0,12.5,73,0,0
Merry,Week3,Day5,0,38,2905,276,225,107,3,39,7,9.6,67,0,0
Merry,Week3,Day5,1,4,1820,1522,123,80,0,51,0,9.1,69,0,0
Merry,Week3,Day5,2,121,1942,608,341,485,7,91,5,8.7,72,0,0
Merry,Week3,Day5,3,1,2770,547,97,167,1,17,0,8.4,77,0,0
Merry,Week3,Day5,4,1,2961,334,94,86,2,122,0,8.3,77,0,0
Merry,Week3,Day5,5,3,2547,758,202,51,11,27,1,7.6,78,0,0
Merry,Week3,Day5,6,4,1913,1383,229,35,24,11,1,8.5,79,0,0
Merry,Week3,Day5,7,97,1821,922,438,257,20,41,4,10.8,78,0,0
Merry,Week3,Day5,8,31,1764,1182,207,375,0,31,10,15.3,66,0.4,0
Merry,Week3,Day5,9,58,862,1802,277,547,6,37,11,16.8,61,0.4,0
Merry,Week3,Day5,10,63,1759,1028,318,239,2,191,0,17.9,52,0.9,0
Merry,Week3,Day5,11,98,824,1701,346,350,4,276,1,20.4,45,0.9,0
Merry,Week3,Day5,12,6,2418,912,84,170,0,10,0,21.7,43,0.9,0
Merry,Week3,Day5,13,20,436,2392,471,260,5,5,11,21.1,42,0.9,0
Merry,Week3,Day5,14,180,84,2533,364,269,0,152,18,21.7,39,0.9,0
Merry,Week3,Day5,15,100,570,2245,248,297,0,129,11,21.2,43,1.3,0
Merry,Week3,Day5,16,0,987,1810,444,341,0,14,4,21.1,41,0.9,0
Merry,Week3,Day5,17,1,2687,729,71,112,0,0,0,20.3,46,0.9,0
Merry,Week3,Day5,18,5,1413,957,848,317,0,58,2,18,51,0.9,0
Merry,Week3,Day5,19,6,723,1593,729,536,0,12,1,16.9,54,0.9,0
Merry,Week3,Day5,20,24,335,2790,253,180,2,13,3,15,60,0.4,0
Merry,Week3,Day5,21,85,261,2667,301,243,15,24,4,13.8,62,0,0
Merry,Week3,Day5,22,106,1236,1397,305,334,0,220,2,12.1,65,0,0
Merry,Week3,Day5,23,0,3406,135,54,5,0,0,0,10.7,65,0,0
Merry,Week3,Day6,0,2,2072,1368,70,40,17,31,0,12.3,65,0,0
Merry,Week3,Day6,1,5,1738,1680,109,59,0,7,2,11.1,66,0,0
Merry,Week3,Day6,2,8,1440,1851,86,125,45,33,12,10.7,74,0,0
Merry,Week3,Day6,3,128,2195,598,269,322,0,77,11,10.9,74,0,0
Merry,Week3,Day6,4,62,921,2099,210,244,6,54,4,11.3,77,0,0
Merry,Week3,Day6,5,102,1179,1469,317,303,34,193,3,11.3,78,0,0
Merry,Week3,Day6,6,19,1837,1448,153,96,1,43,3,11.9,78,0,0
Merry,Week3,Day6,7,17,1343,1831,132,223,5,48,1,12.6,78,0,0
Merry,Week3,Day6,8,10,827,2608,66,72,0,15,2,13.9,77,0,0
Merry,Week3,Day6,9,31,1870,645,282,756,2,10,4,18.1,54,0.9,0
Merry,Week3,Day6,10,87,777,1751,281,199,2,503,0,20.5,48,0.9,0
Merry,Week3,Day6,11,1,1136,2365,49,49,0,0,0,22,42,0.9,0
Merry,Week3,Day6,12,29,1299,1648,342,253,0,25,4,23.7,39,0.9,0
Merry,Week3,Day6,13,4,2939,182,338,129,0,8,0,24.6,38,0.9,0
Merry,Week3,Day6,14,1,1716,1485,142,247,0,9,0,25,38,0.9,0
Merry,Week3,Day6,15,1,3101,417,41,38,0,2,0,23.4,37,0.9,0
Merry,Week3,Day6,16,4,2614,735,83,163,0,1,0,23.3,48,1.3,0
Merry,Week3,Day6,17,10,300,2718,192,360,0,15,5,20.6,52,1.3,0
Merry,Week3,Day6,18,1,2022,1140,118,316,0,0,3,19.8,55,1.3,0
Merry,Week3,Day6,19,1,1776,1666,50,93,0,12,2,17.9,58,0.9,0
Merry,Week3,Day6,20,76,794,1979,423,273,4,49,2,16.3,61,0.9,0
Merry,Week3,Day6,21,91,229,2291,361,487,1,128,12,15.1,64,0.4,0
Merry,Week3,Day6,22,179,605,1819,420,397,4,167,9,14.9,63,0.4,0
Merry,Week3,Day6,23,72,374,1984,472,602,0,94,2,14.1,64,0,0
Merry,Week3,Day7,0,4,2945,238,118,192,6,97,0,13.6,77,0,0
Merry,Week3,Day7,1,0,3311,193,60,25,10,1,0,13.4,78,0,0
Merry,Week3,Day7,2,2,2077,1323,124,48,22,4,0,13.6,77,0,0
Merry,Week3,Day7,3,1,1779,1663,74,44,0,37,2,13.6,77,0.4,0
Merry,Week3,Day7,4,1,2680,778,95,42,0,4,0,13.6,77,0,0
Merry,Week3,Day7,5,1,2055,1032,475,23,14,0,0,13.9,77,0.4,0
Merry,Week3,Day7,6,124,439,1984,519,468,4,56,6,14.3,76,0.9,0
Merry,Week3,Day7,7,13,805,2481,172,107,5,13,4,14.4,75,0.9,0
Merry,Week3,Day7,8,6,612,2419,423,129,0,9,2,15,71,0.9,0
Merry,Week3,Day7,9,10,1130,2209,84,160,0,7,0,15.8,66,0,0
Merry,Week3,Day7,10,181,868,1596,363,430,16,139,7,17.7,62,0.4,0
Merry,Week3,Day7,11,150,1053,1336,487,377,4,170,23,19.2,65,0.9,0
Merry,Week3,Day7,12,156,1016,1123,471,605,6,190,33,19.5,60,1.3,0
Merry,Week3,Day7,13,3,1520,2059,9,9,0,0,0,20.2,59,1.3,0
Merry,Week3,Day7,14,18,1384,1516,409,236,0,36,1,20.4,54,1.8,0.1
Merry,Week3,Day7,15,12,2106,1367,67,36,10,0,2,21,64,1.8,0
Merry,Week3,Day7,16,12,719,2487,112,243,0,27,0,16.6,69,0.4,0
Merry,Week3,Day7,17,3,2383,892,143,177,0,2,0,16.5,71,0.4,0
Merry,Week3,Day7,18,2,3212,54,297,16,0,19,0,15.6,71,0.4,0
Merry,Week3,Day7,19,61,1086,1411,570,384,23,62,3,15.2,71,0.4,0
Merry,Week3,Day7,20,95,978,1919,310,269,6,21,2,14.1,72,0,0
Merry,Week3,Day7,21,222,422,2022,456,399,1,70,8,13.6,75,0,0.1
Merry,Week3,Day7,22,88,981,1558,403,388,19,158,5,13.6,77,0,0
Merry,Week3,Day7,23,264,1348,1215,377,321,1,57,17,13.7,77,0,0
MrsNorris,Week3,Day1,0,2,440,2540,284,324,1,4,5,13.1,65,0,0
MrsNorris,Week3,Day1,1,1,3077,461,24,32,0,5,0,12.1,68,0,0
MrsNorris,Week3,Day1,2,1,3448,115,24,12,0,0,0,11.6,69,0,0
MrsNorris,Week3,Day1,3,4,2801,98,501,195,0,0,1,10.7,73,0,0
MrsNorris,Week3,Day1,4,2,2169,1167,127,126,0,6,3,10.7,78,0,0
MrsNorris,Week3,Day1,5,1,1540,1931,33,85,1,0,9,10.7,77,0,0
MrsNorris,Week3,Day1,6,3,1366,1721,265,238,0,7,0,10.5,78,0,0
MrsNorris,Week3,Day1,7,0,2347,1225,12,16,0,0,0,13.1,79,0,0
MrsNorris,Week3,Day1,8,140,280,1241,1297,504,9,37,92,17.4,67,0,0
MrsNorris,Week3,Day1,9,3,13,3463,93,28,0,0,0,22.2,46,2.7,0
MrsNorris,Week3,Day1,10,42,64,2767,333,368,0,20,6,23.2,44,1.8,0
MrsNorris,Week3,Day1,11,15,7,3256,234,85,0,2,1,24.7,40,2.2,0
MrsNorris,Week3,Day1,12,73,83,2621,295,372,0,143,13,23.9,47,2.2,0
MrsNorris,Week3,Day1,13,20,91,3291,131,59,7,0,1,24,46,2.7,0
MrsNorris,Week3,Day1,14,3,890,2552,78,74,0,0,3,24.3,45,3.1,0
MrsNorris,Week3,Day1,15,11,198,2372,314,670,0,5,30,24.5,40,4,0
MrsNorris,Week3,Day1,16,106,136,1846,792,579,12,110,19,24.2,37,4,0
MrsNorris,Week3,Day1,17,1,639,2763,184,9,3,1,0,23.1,42,3.6,0
MrsNorris,Week3,Day1,18,0,552,2906,128,11,3,0,0,22.1,40,3.1,0
MrsNorris,Week3,Day1,19,33,213,2798,231,276,0,46,3,20.1,48,1.8,0
MrsNorris,Week3,Day1,20,184,118,1767,982,509,1,14,25,18.6,53,1.8,0
MrsNorris,Week3,Day1,21,123,9,1301,1440,650,1,24,52,17,59,0.4,0
MrsNorris,Week3,Day1,22,133,299,2008,738,354,4,36,28,15.2,65,0,0
MrsNorris,Week3,Day1,23,63,280,2294,651,248,1,50,13,14.3,65,0,0
MrsNorris,Week3,Day2,0,0,2802,505,123,161,0,7,2,16.6,59,1.3,0
MrsNorris,Week3,Day2,1,0,160,2699,260,480,0,0,1,15.5,63,0.4,0
MrsNorris,Week3,Day2,2,0,2,3509,40,46,0,0,3,13.1,65,0,0
MrsNorris,Week3,Day2,3,0,1330,2006,127,136,0,0,1,11.6,66,0,0
MrsNorris,Week3,Day2,4,2,15,2881,483,191,1,26,1,10.9,68,0,0
MrsNorris,Week3,Day2,5,2,10,3294,193,92,0,9,0,10.6,71,0,0
MrsNorris,Week3,Day2,6,137,15,2022,910,428,4,47,37,10.8,78,0,0
MrsNorris,Week3,Day2,7,79,33,2474,770,211,1,23,9,14.1,69,0,0
MrsNorris,Week3,Day2,8,53,402,1743,1112,220,4,15,51,18.8,53,0.4,0.1
MrsNorris,Week3,Day2,9,34,25,2044,875,573,3,7,39,21.8,53,0.4,0
MrsNorris,Week3,Day2,10,54,144,2382,584,404,0,13,19,24.9,44,0.9,0
MrsNorris,Week3,Day2,11,82,35,1609,1230,457,1,175,11,26,41,1.8,0
MrsNorris,Week3,Day2,12,99,50,2159,724,408,7,142,11,26.8,43,1.8,0
MrsNorris,Week3,Day2,13,31,982,1713,589,225,1,42,17,26.2,40,3.1,0
MrsNorris,Week3,Day2,14,2,222,2927,227,220,0,2,0,25.8,40,3.1,0
MrsNorris,Week3,Day2,15,24,70,2723,458,289,1,10,25,24.9,42,4,0
MrsNorris,Week3,Day2,16,16,2567,502,288,216,0,6,5,24.8,42,2.7,0
MrsNorris,Week3,Day2,17,35,3,3106,260,185,0,5,6,23.6,44,2.7,0
MrsNorris,Week3,Day2,18,5,111,3355,65,58,1,5,0,22.8,42,2.2,0
MrsNorris,Week3,Day2,19,98,372,2026,664,395,2,9,34,20.8,51,1.8,0
MrsNorris,Week3,Day2,20,28,227,2668,470,151,8,45,3,17.9,55,3.1,0
MrsNorris,Week3,Day2,21,126,64,1938,935,447,2,67,21,17.7,56,3.6,0
MrsNorris,Week3,Day2,22,3,1428,1886,133,145,0,4,1,17.3,56,3.6,0
MrsNorris,Week3,Day2,23,0,2549,973,45,29,0,3,1,17,60,2.2,0
MrsNorris,Week3,Day3,0,2,2827,690,33,43,0,5,0,14.7,63,0,0
MrsNorris,Week3,Day3,1,70,585,384,2194,303,0,54,10,13.9,65,0,0
MrsNorris,Week3,Day3,2,155,123,2170,697,406,0,32,17,13.6,65,0,0
MrsNorris,Week3,Day3,3,23,208,2795,374,169,1,27,3,13.2,57,0.9,0
MrsNorris,Week3,Day3,4,1,2535,497,276,245,6,37,3,12.8,61,0.4,0
MrsNorris,Week3,Day3,5,0,0,3478,107,12,0,3,0,11.4,62,0.4,0
MrsNorris,Week3,Day3,6,26,7,2331,688,466,4,58,20,10.2,65,0,0
MrsNorris,Week3,Day3,7,0,110,3382,91,11,2,2,2,10.9,62,0,0
MrsNorris,Week3,Day3,8,209,48,1276,960,938,5,106,58,15.9,56,0.4,0
MrsNorris,Week3,Day3,9,75,117,2186,871,281,11,22,37,23,44,1.3,0.1
MrsNorris,Week3,Day3,10,60,7,2303,698,462,0,40,30,23.4,37,1.8,0
MrsNorris,Week3,Day3,11,74,130,1858,831,603,11,56,37,24.3,42,2.7,0
MrsNorris,Week3,Day3,12,48,225,2465,368,280,0,205,9,22,44,2.7,0
MrsNorris,Week3,Day3,13,17,98,2913,374,158,2,36,2,23.9,38,3.6,0
MrsNorris,Week3,Day3,14,1,568,2773,184,73,0,1,0,24.7,40,3.1,0
MrsNorris,Week3,Day3,15,0,328,3209,57,4,0,2,0,23.8,41,3.6,0
MrsNorris,Week3,Day3,16,2,632,2579,159,222,0,4,2,22.7,38,4.5,0
MrsNorris,Week3,Day3,17,89,289,2090,751,321,0,44,16,22.6,40,2.7,0
MrsNorris,Week3,Day3,18,32,10,2477,845,147,1,80,8,21,42,3.6,0
MrsNorris,Week3,Day3,19,62,22,2463,580,355,2,112,4,18.8,47,1.8,0
MrsNorris,Week3,Day3,20,75,13,2819,458,218,0,10,7,15.8,56,0.4,0
MrsNorris,Week3,Day3,21,83,23,2756,498,202,1,31,6,13.5,63,0.4,0
MrsNorris,Week3,Day3,22,0,2066,1416,80,33,0,3,2,13.7,60,0.4,0
MrsNorris,Week3,Day3,23,1,1049,2290,101,133,0,26,0,15.1,60,0.9,0
MrsNorris,Week3,Day4,0,1,895,2232,313,138,7,12,2,11.2,73,0,0
MrsNorris,Week3,Day4,1,0,2821,643,76,43,0,14,3,9.7,74,0,0
MrsNorris,Week3,Day4,2,0,3494,1,80,5,0,20,0,8.9,78,0,0
MrsNorris,Week3,Day4,3,2,2831,404,222,108,1,30,2,8.8,79,0,0
MrsNorris,Week3,Day4,4,2,852,2658,58,22,6,2,0,10.2,79,0,0
MrsNorris,Week3,Day4,5,3,2400,665,354,147,0,31,0,11.3,79,0,0
MrsNorris,Week3,Day4,6,0,2473,943,169,11,0,4,0,11.1,79,0,0
MrsNorris,Week3,Day4,7,47,1772,586,856,281,5,45,8,11.5,79,0,0
MrsNorris,Week3,Day4,8,111,34,1829,1370,211,21,9,15,14.4,69,0,0
MrsNorris,Week3,Day4,9,137,50,1968,875,541,6,15,8,17.4,56,1.3,0
MrsNorris,Week3,Day4,10,75,17,2520,710,261,0,5,12,17.2,56,1.3,0
MrsNorris,Week3,Day4,11,71,38,2321,657,271,2,234,6,19.4,48,1.8,0
MrsNorris,Week3,Day4,12,0,984,2526,53,28,0,9,0,21.4,47,2.2,0
MrsNorris,Week3,Day4,13,13,41,3220,184,132,0,4,6,20.8,52,2.2,0
MrsNorris,Week3,Day4,14,0,22,2804,248,526,0,0,0,20,53,1.8,0.1
MrsNorris,Week3,Day4,15,11,2,3084,279,214,0,6,4,18.4,64,1.8,0
MrsNorris,Week3,Day4,16,82,41,1595,923,848,0,80,31,15.6,65,1.3,0.1
MrsNorris,Week3,Day4,17,83,624,2303,307,232,0,43,8,14.5,65,0.4,0
MrsNorris,Week3,Day4,18,84,188,2216,623,409,2,63,15,13.8,66,0.4,0
MrsNorris,Week3,Day4,19,1,0,3239,240,110,0,2,8,13.3,67,0,0
MrsNorris,Week3,Day4,20,143,23,1652,1363,350,3,54,12,13,68,0,0
MrsNorris,Week3,Day4,21,52,6,1957,1298,226,0,56,5,12.8,71,0,0
MrsNorris,Week3,Day4,22,1,1901,1612,70,11,0,5,0,12.7,73,0,0
MrsNorris,Week3,Day4,23,1,1449,1996,135,13,0,6,0,12.5,73,0,0
MrsNorris,Week3,Day5,0,4,1590,1034,293,648,0,31,0,9.6,67,0,0
MrsNorris,Week3,Day5,1,2,1244,2239,70,44,1,0,0,9.1,69,0,0
MrsNorris,Week3,Day5,2,0,1694,1690,109,106,0,1,0,8.7,72,0,0
MrsNorris,Week3,Day5,3,1,1879,1101,265,320,0,33,1,8.4,77,0,0
MrsNorris,Week3,Day5,4,0,1899,1659,30,9,3,0,0,8.3,77,0,0
MrsNorris,Week3,Day5,5,6,3213,59,169,152,0,0,1,7.6,78,0,0
MrsNorris,Week3,Day5,6,113,1274,1409,439,305,7,32,21,8.5,79,0,0
MrsNorris,Week3,Day5,7,213,43,1599,1194,437,13,67,34,10.8,78,0,0
MrsNorris,Week3,Day5,8,62,14,2471,733,292,1,12,15,15.3,66,0.4,0
MrsNorris,Week3,Day5,9,75,160,2340,809,166,25,12,13,16.8,61,0.4,0
MrsNorris,Week3,Day5,10,134,97,1707,954,440,10,234,24,17.9,52,0.9,0
MrsNorris,Week3,Day5,11,56,15,2431,495,531,30,16,26,20.4,45,0.9,0
MrsNorris,Week3,Day5,12,66,123,2436,654,239,5,69,8,21.7,43,0.9,0
MrsNorris,Week3,Day5,13,1,200,3146,139,105,0,9,0,21.1,42,0.9,0
MrsNorris,Week3,Day5,14,9,47,3258,151,104,20,3,8,21.7,39,0.9,0
MrsNorris,Week3,Day5,15,91,32,2410,653,371,2,23,18,21.2,43,1.3,0
MrsNorris,Week3,Day5,16,51,18,3064,312,118,1,33,3,21.1,41,0.9,0
MrsNorris,Week3,Day5,17,140,115,1845,703,735,3,36,23,20.3,46,0.9,0
MrsNorris,Week3,Day5,18,11,363,2883,192,122,0,29,0,18,51,0.9,0
MrsNorris,Week3,Day5,19,3,1684,1745,107,46,0,8,7,16.9,54,0.9,0
MrsNorris,Week3,Day5,20,43,7,1963,1130,424,2,22,9,15,60,0.4,0
MrsNorris,Week3,Day5,21,51,10,2593,780,107,49,9,1,13.8,62,0,0
MrsNorris,Week3,Day5,22,1,53,3388,132,23,0,2,1,12.1,65,0,0
MrsNorris,Week3,Day5,23,0,1681,1755,59,104,1,0,0,10.7,65,0,0
MrsNorris,Week3,Day6,0,1,1996,611,721,268,0,0,3,12.3,65,0,0
MrsNorris,Week3,Day6,1,1,1431,1852,100,213,0,2,1,11.1,66,0,0
MrsNorris,Week3,Day6,2,0,2416,1097,41,43,0,1,2,10.7,74,0,0
MrsNorris,Week3,Day6,3,1,2458,1023,100,15,1,1,1,10.9,74,0,0
MrsNorris,Week3,Day6,4,1,1119,2012,421,33,1,10,3,11.3,77,0,0
MrsNorris,Week3,Day6,5,9,42,2852,552,127,4,13,1,11.3,78,0,0
MrsNorris,Week3,Day6,6,95,24,2634,573,244,3,9,18,11.9,78,0,0
MrsNorris,Week3,Day6,7,0,1,3456,130,12,0,0,1,12.6,78,0,0
MrsNorris,Week3,Day6,8,43,5,2839,515,177,0,4,17,13.9,77,0,0
MrsNorris,Week3,Day6,9,20,25,2873,492,144,3,35,8,18.1,54,0.9,0
MrsNorris,Week3,Day6,10,63,25,2243,578,388,2,295,6,20.5,48,0.9,0
MrsNorris,Week3,Day6,11,0,733,2445,154,263,0,4,1,22,42,0.9,0
MrsNorris,Week3,Day6,12,0,3158,43,365,32,0,1,1,23.7,39,0.9,0
MrsNorris,Week3,Day6,13,48,239,2144,497,516,1,131,24,24.6,38,0.9,0
MrsNorris,Week3,Day6,14,0,2734,801,48,14,0,3,0,25,38,0.9,0
MrsNorris,Week3,Day6,15,1,3238,19,334,3,0,5,0,23.4,37,0.9,0
MrsNorris,Week3,Day6,16,62,1773,1010,426,284,0,26,19,23.3,48,1.3,0
MrsNorris,Week3,Day6,17,116,136,2377,555,398,1,11,6,20.6,52,1.3,0
MrsNorris,Week3,Day6,18,22,1272,1700,332,244,0,24,6,19.8,55,1.3,0
MrsNorris,Week3,Day6,19,52,623,1976,644,260,3,29,13,17.9,58,0.9,0
MrsNorris,Week3,Day6,20,68,45,2324,820,267,46,7,23,16.3,61,0.9,0
MrsNorris,Week3,Day6,21,145,41,2248,770,350,2,26,18,15.1,64,0.4,0
MrsNorris,Week3,Day6,22,6,0,3443,127,20,0,4,0,14.9,63,0.4,0
MrsNorris,Week3,Day6,23,2,358,2211,946,78,1,4,0,14.1,64,0,0
MrsNorris,Week3,Day7,0,1,1715,1456,188,223,1,15,1,13.6,77,0,0
MrsNorris,Week3,Day7,1,0,2110,1285,133,65,0,7,0,13.4,78,0,0
MrsNorris,Week3,Day7,2,1,881,2178,192,331,1,1,15,13.6,77,0,0
MrsNorris,Week3,Day7,3,0,289,3167,71,71,0,2,0,13.6,77,0.4,0
MrsNorris,Week3,Day7,4,2,942,2239,328,82,0,7,0,13.6,77,0,0
MrsNorris,Week3,Day7,5,1,39,3255,293,12,0,0,0,13.9,77,0.4,0
MrsNorris,Week3,Day7,6,0,25,3071,373,124,0,4,3,14.3,76,0.9,0
MrsNorris,Week3,Day7,7,158,2,1674,1128,581,0,26,31,14.4,75,0.9,0
MrsNorris,Week3,Day7,8,161,13,1894,1171,307,2,27,25,15,71,0.9,0
MrsNorris,Week3,Day7,9,190,127,1808,1038,381,10,19,27,15.8,66,0,0
MrsNorris,Week3,Day7,10,139,58,2328,392,454,9,213,7,17.7,62,0.4,0
MrsNorris,Week3,Day7,11,2,18,3389,83,92,0,16,0,19.2,65,0.9,0
MrsNorris,Week3,Day7,12,5,1099,2273,125,78,0,19,1,19.5,60,1.3,0
MrsNorris,Week3,Day7,13,0,2995,500,62,43,0,0,0,20.2,59,1.3,0
